"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-01","5.37",,"0.00","0.0","0",,"64","34","  280","  270","21.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-02","5.14",,"0.05",,"0",,"62","39",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-03","6.71",,"0.00","0.0","0",,"62","39","  270","  240","17.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-04","3.58",,"0.00","0.0","0",,"61","35",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-05","5.59",,"0.00","0.0","0",,"62","37","  240","  230","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-06","4.03",,"0.23","0.0","0",,"60","50","   70","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-07","2.91",,"0.00","0.0","0",,"61","47","  200","  200","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-08","3.13",,"0.05","0.0","0",,"60","52","  220","  270","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-09","4.25",,"0.03","0.0","0",,"64","54","  240","  220","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-10","4.03",,"0.00","0.0","0",,"69","48",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-11","3.80",,"0.00","0.0","0",,"71","45","  210",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-12","4.03",,"0.00","0.0","0",,"74","46","  270","  220","8.9","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-13","3.36",,"0.00","0.0","0",,"74","45","  230",,"8.9",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-14","2.46",,"0.00","0.0","0",,"74","41","  230",,"8.9",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-15","2.46",,"0.00","0.0","0",,"73","44","  260","  270","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-16","3.80",,"0.00","0.0","0",,"70","49","  270",,"12.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-17","3.13",,"0.00","0.0","0",,"66","44","  250","  220","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-18","3.58",,"0.00","0.0","0",,"64","44","   20",,"14.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-19","3.80",,"0.00","0.0","0",,"65","47","  210","  200","12.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-20","10.51",,"0.00","0.0","0",,"84","47","   70","   80","32.0","38.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-21","3.13",,"0.00","0.0","0",,"76","47","  240",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-22",,,"0.00","0.0","0",,"70","42",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-23","3.13",,"0.00","0.0","0",,"65","44","  230","  210","15.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-24","3.58",,"0.00","0.0","0",,"66","47","  240",,"12.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-25","5.14",,"0.00","0.0","0",,"65","48","  220","  200","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-26","4.03",,"0.55","0.0","0",,"65","56","  200",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-27","5.59",,"0.70","0.0","0",,"68","55","  200","  160","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-02-28","12.30",,"1.70","0.0","0",,"63","55","  190","  150","25.9","44.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-01","6.71",,"0.71","0.0","0",,"62","54","  210","  200","21.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-02","4.47",,"0.00","0.0","0",,"63","54","  210","  210","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-03","4.03",,"0.00","0.0","0",,"67","50","  260","  250","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-04","4.03",,"0.00","0.0","0",,"69","49","  270","  210","14.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-05","3.13",,"0.00","0.0","0",,"67","56","  260",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-06","5.82",,"0.00","0.0","0",,"69","54","  210","  220","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-07","6.49",,"0.00","0.0","0",,"72","50","  280","  280","21.9","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-08","10.07",,"0.00","0.0","0",,"86","49","   50","   50","30.0","36.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-09","8.05",,"0.00","0.0","0",,"85","53","   70",,"21.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-10","3.13",,"0.00","0.0","0",,"73","49","  230",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-11","4.92",,"0.00","0.0","0",,"79","48","   80","   80","19.9","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-12","15.21",,"0.00","0.0","0",,"80","55","   60","   50","35.1","44.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-13","4.70",,"0.00","0.0","0",,"68","50","  230","  230","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-14","4.25",,"0.00","0.0","0",,"69","45","  210","  210","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-15","4.70",,"0.00","0.0","0",,"75","46","  270","  220","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-16","3.36",,"0.00","0.0","0",,"83","50","  260","  260","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-17","6.71",,"0.00","0.0","0",,"72","48","  280","  270","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-18","5.14",,"0.00","0.0","0",,"77","48","   60","  240","23.0","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-19","4.03",,"0.00","0.0","0",,"69","44","  240","  240","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-20","4.70",,"0.00","0.0","0",,"67","48","  200","  210","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-21","4.70",,"0.00","0.0","0",,"65","55","  260","  260","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-22","3.80",,"0.00","0.0","0",,"65","53","  210","  330","14.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-23","4.03",,"0.00","0.0","0",,"65","47","  260",,"14.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-24","4.03",,"0.00","0.0","0",,"67","53","  270","  210","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-25","3.80",,"0.00","0.0","0",,"62","56","  270","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-26","17.22",,"0.00","0.0","0",,"66","55","  260","  270","31.1","38.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-27","6.71",,"0.00","0.0","0",,"68","44","  280","  270","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-28","4.47",,"0.00","0.0","0",,"67","47","  240","  230","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-29","4.92",,"0.00","0.0","0",,"72","47","  210","  260","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-30","9.17",,"0.00","0.0","0",,"69","51","  280","  280","21.9","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-03-31","8.05",,"0.10",,"0",,"64","47","  260","  220","21.9","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-01","10.51",,"0.04",,"0",,"63","47","  260","  270","28.0","36.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-02","9.84",,"0.01",,"0",,"62","44","  270","  270","25.1","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-03","6.04",,"0.00","0.0","0",,"65","41","  210","  310","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-04","5.37",,"0.00","0.0","0",,"64","48","  260","  260","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-05","4.70",,"0.00","0.0","0",,"69","45","  260","  260","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-06","4.70",,"0.00","0.0","0",,"76","45","  270","  260","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-07","4.03",,"0.00","0.0","0",,"81","49","  230","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-08","4.47",,"0.00","0.0","0",,"84","49","  260","  260","10.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-09","4.47",,"0.00","0.0","0",,"77","49","  270","  270","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-10","3.80",,"0.00",,"0",,"70","47","  210","  210","16.1","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-11","5.37",,"0.00","0.0","0",,"71","49","  270","  270","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-12","5.14",,"0.00","0.0","0",,"65","53","  240","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-13","4.47",,"0.00","0.0","0",,"65","49","  210","  240","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-14","3.80",,"0.00","0.0","0",,"72","48","  240","  270","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-15","4.47",,"0.00","0.0",,,"68","50","  270","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-16","3.80",,"0.00","0.0","0",,"68","50","  220","  220","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-17","5.82",,"0.00","0.0","0",,"68","52","  210","  150","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-18","6.26",,"0.00","0.0","0",,"71","56","  280","  220","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-19","3.80",,"0.00","0.0","0",,"71","51","  260","  250","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-20","3.58",,"0.00","0.0","0",,"72","51","  220","  240","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-21","4.03",,"0.00","0.0","0",,"70","54","  230","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-22","4.25",,"0.00","0.0","0",,"70","53","  200","  330","14.1","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-23","4.03",,"0.00","0.0","0",,"72","48","  270","  270","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-24","4.70",,"0.00","0.0","0",,"75","48","  260","  260","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-25","9.40",,"0.00","0.0","0",,"68","50","  280","  300","28.0","38.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-26","17.90",,"0.00","0.0","0",,"66","50","  270","  280","33.1","40.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-27","5.82",,"0.00","0.0","0",,"70","49","  250","  240","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-28","4.70",,"0.00","0.0","0",,"80","48","  280","  270","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-29","16.55",,"0.00","0.0","0",,"95","57","   60","   70","38.0","48.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-04-30","15.21",,"0.00","0.0","0",,"94","53","   50","   40","38.9","51.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-01","11.18",,"0.00","0.0","0",,"98","53","   60","   60","29.1","36.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-02","4.92",,"0.00","0.0","0",,"87","55","  240","  240","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-03","2.91",,"0.00","0.0","0",,"80","54","  260","  260","10.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-04","4.25",,"0.00","0.0","0",,"73","53","  270","  260","14.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-05","6.49",,"0.00","0.0","0",,"70","51","  260","  260","19.9","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-06","14.09",,"0.00","0.0","0",,"68","53","  270","  280","38.0","46.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-07","6.71",,"0.00","0.0","0",,"67","49","  280","  260","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-08","4.70",,"0.00","0.0","0",,"68","50","  230","  220","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-09","4.03",,"0.00","0.0","0",,"70","51","  200","  200","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-10","5.82",,"0.00","0.0","0",,"71","51","  230","  230","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-11","8.50",,"0.00","0.0","0",,"79","48","  280","  280","25.1","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-12","8.28",,"0.00","0.0","0",,"92","51","   70","   40","21.0","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-13","11.41",,"0.00","0.0","0",,"97","59","   40","   50","30.0","38.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-14","11.41",,"0.00","0.0","0",,"102","57","   50","   60","36.0","42.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-15","6.04",,"0.00","0.0","0",,"97","61","  270","  240","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-16","3.58",,"0.00","0.0","0",,"88","60","  260","  260","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-17","4.70",,"0.00","0.0","0",,"76","56","  260",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-18","5.59",,"0.00","0.0","0",,"72","54","  210",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-19","6.71",,"0.00","0.0","0",,"71","54","  260","  260","16.1","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-20","9.17",,"0.00","0.0","0",,"70","51","  270",,"28.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-21","6.71",,"0.00","0.0","0",,"70","51","  270",,"16.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-22","4.25",,"0.01","0.0","0",,"68","54","  270",,"12.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-23","4.92",,"0.00","0.0","0",,"70","52","  250","  240","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-24","3.58",,"0.00","0.0","0",,"68","59","  260",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-25","4.70",,"0.00","0.0","0",,"72","59","  250","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-26","4.47",,"0.00","0.0","0",,"75","58","  260","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-27","4.03",,"0.00","0.0","0",,"74","60","  270","  270","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-28","4.47",,"0.00","0.0","0",,"74","59","  220","  230","13.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-29","4.92",,"0.00","0.0","0",,"74","58","  270","  210","13.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-30","4.70",,"0.00","0.0","0",,"75","54","  260","  270","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-05-31","4.70",,"0.00","0.0","0",,"75","52","  260",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-01","4.70",,"0.00","0.0","0",,"74","53","  260","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-02","5.14",,"0.00","0.0","0",,"70","56","  270","  260","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-03","5.14",,"0.00","0.0","0",,"74","51","  270","  260","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-04","5.37",,"0.00","0.0","0",,"76","54","  270","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-05","4.47",,"0.00","0.0","0",,"72","58","  270","  270","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-06","4.92",,"0.00","0.0","0",,"69","58","  260","  240","14.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-07","3.58",,"0.00","0.0","0",,"69","58","  240","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-08","4.25",,"0.00","0.0","0",,"72","57","  240","  230","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-09","4.70",,"0.00","0.0","0",,"73","57","  250",,"8.9",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-10","5.82",,"0.00","0.0","0",,"69","62","  210","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-11","5.59",,"0.00","0.0","0",,"73","60","  260","  250","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-12","5.82",,"0.00","0.0","0",,"71","60","  240","  240","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-13","4.25",,"0.00","0.0","0",,"71","60","  270","  250","14.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-14","4.70",,"0.00","0.0","0",,"73","54","  260","  270","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-15","5.82",,"0.00","0.0","0",,"72","58","  270",,"16.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-16","6.49",,"0.00","0.0","0",,"73","57","  280",,"18.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-17","5.59",,"0.00","0.0","0",,"72","54","  260","  250","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-18","4.92",,"0.00","0.0","0",,"73","53",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-19","4.03",,"0.00","0.0","0",,"77","54",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-20","4.70",,"0.00","0.0","0",,"79","56",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-21","5.59",,"0.00","0.0","0",,"76","58","  260",,"14.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-22","5.14",,"0.00","0.0","0",,"75","59",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-23","4.47",,"0.00","0.0","0",,"75","59","  260","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-24","5.14",,"0.00","0.0","0",,"75","57","  230",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-25","4.47",,"0.00","0.0","0",,"75","62","  220",,"14.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-26","5.14",,"0.00","0.0","0",,"76","60","  240","  220","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-27","4.70",,"0.00","0.0","0",,"78","61","  220",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-28","4.47",,"0.00","0.0","0",,"77","63","  220","  240","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-29","4.70",,"0.00","0.0","0",,"78","64","  240","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-06-30","4.92",,"0.00","0.0","0",,"76","65","  240","  230","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-01","4.03",,"0.00","0.0","0",,"73","65","  270","  210","12.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-02","4.70",,"0.00","0.0","0",,"76","64","  230","  240","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-03","5.37",,"0.00","0.0","0",,"79","63","  270","  230","13.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-04","4.70",,"0.00","0.0","0",,"78","62","  220",,"14.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-05","4.92",,"0.00","0.0","0",,"84","65",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-06","4.92",,"0.00","0.0","0",,"83","63","  260","  250","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-07","4.92",,"0.00","0.0","0",,"81","64","  250",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-08","4.70",,"0.00","0.0","0",,"79","65","  230","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-09","5.59",,"0.00","0.0","0",,"78","66","  270","  250","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-10","5.59",,"0.00","0.0","0",,"78","66","  270","  220","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-11","5.37",,"0.00","0.0","0",,"77","66","  260","  260","17.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-12","4.70",,"0.00","0.0","0",,"80","61","  260","  240","13.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-13",,,"0.00","0.0","0",,"83","63",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-14","5.82",,"0.00","0.0","0",,"80","69","   20",,"18.1",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-15","5.37",,"0.00","0.0","0",,"77","68","  240","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-16","4.92",,"0.00","0.0","0",,"77","64","  260","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-17","5.37",,"0.00","0.0","0",,"78","62",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-18","5.37",,"0.00","0.0","0",,"77","59","  230","  260","14.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-19","6.26",,"0.00","0.0","0",,"76","62","  270",,"13.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-20","6.26",,"0.00","0.0","0",,"79","66",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-21","6.04",,"0.00","0.0","0",,"80","62","  270","  260","17.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-22","5.59",,"0.00","0.0","0",,"82","60","  260","  270","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-23","4.47",,"0.00","0.0","0",,"83","61","  270","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-24","3.58",,"0.00","0.0","0",,"87","62","  260","  270","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-25","5.37",,"0.00","0.0","0",,"81","62","  230","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-26","4.92",,"0.00","0.0",,,"80","65","  220","  220","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-27","4.92",,"0.00","0.0","0",,"82","67","  230","  220","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-28","4.25",,"0.00","0.0","0",,"85","66","  210","  210","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-29","4.92",,"0.00","0.0","0",,"84","65","  260",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-30","3.80",,"0.00","0.0","0",,"82","65","  260","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-07-31","4.25",,"0.00","0.0","0",,"82","65","  260","  270","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-01","3.80",,"0.00","0.0","0",,"79","64","  250","  250","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-02","4.03",,"0.00","0.0","0",,"78","65","  230","  230","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-03","4.25",,"0.03","0.0","0",,"80","67","  290","  290","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-04","5.14",,"0.00","0.0","0",,"79","62","  270","  270","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-05","5.82",,"0.00","0.0","0",,"78","63","  270","  270","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-06","5.14",,"0.00","0.0","0",,"75","64","  270","  270","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-07","4.70",,"0.00","0.0","0",,"77","65","  220","  220","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-08","4.70",,"0.00","0.0","0",,"79","62","  220","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-09","4.92",,"0.00","0.0","0",,"78","66","  270","  250","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-10","4.47",,"0.00","0.0","0",,"79","64","  270","  260","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-11","4.92",,"0.00","0.0","0",,"79","63","  220","  220","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-12","4.70",,"0.00","0.0","0",,"80","63","  260","  260","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-13","4.92",,"0.00","0.0","0",,"76","63","  280","  240","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-14","5.14",,"0.00","0.0","0",,"79","65","  230","  220","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-15","4.03",,"0.00","0.0","0",,"79","61","  250","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-16","4.70",,"0.00","0.0","0",,"83","59","  260","  270","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-17","4.25",,"0.00","0.0","0",,"82","62","  270","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-18","4.47",,"0.00","0.0","0",,"83","60",,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-19","5.82",,"0.00","0.0","0",,"78","62","  220",,"15.0",
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-20","4.25",,"0.00","0.0","0",,"80","66","  270","  220","14.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-21","4.47",,"0.00","0.0","0",,"80","67","  210","  210","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-22","5.82",,"0.00","0.0","0",,"79","63","  220","  240","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-23","5.37",,"0.00","0.0","0",,"79","67","  250","  190","14.1","19.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-24","6.04",,"0.00","0.0","0",,"80","65","  280","  260","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2014-08-25","5.14",,"0.00","0.0","0",,"77","62","  200","  250","14.1","19.0"
