"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-13","5.59"," 1315"," 1315","0.00",,,"63","77","49","  240","  240","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-14","5.82"," 1142"," 1334","0.00",,,"66","79","52","  220","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-15","4.47"," 1016"," 1027","0.00",,,"64","75","53","  270","  260","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-16","5.59"," 1419"," 1424","0.00",,,"62","73","51","  230","  230","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-17","5.82"," 1505"," 1505","0.00",,,"64","72","56","  260","  260","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-18","5.82"," 1331"," 1355","0.00",,,"61","72","50","  260","  240","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-19","6.49"," 1253"," 1247","0.00",,,"61","71","50","  230","  230","17.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-20","5.37"," 1226"," 1434","0.00",,,"60","70","50","  230","  240","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-21","7.16"," 1603"," 1601","0.00",,,"61","70","52","  260","  270","19.9","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-22","6.04"," 1238"," 1308","0.00",,,"61","70","51","  230","  200","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-23","5.82"," 1204"," 1151","0.00",,,"61","70","51","  230","  230","17.9","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-24","5.82"," 1352"," 1417","0.00",,,"61","70","52","  220","  230","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-25","5.59"," 1351"," 1317","0.00",,,"62","69","54","  230","  250","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-26","6.26"," 1602"," 1536","0.00",,,"61","71","50","  270","  260","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-27","6.26"," 1239"," 1230","0.00",,,"61","70","52","  200","  210","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-28","4.70"," 1526"," 1529","0.00",,,"63","70","55","  250","  260","17.9","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-29","4.70"," 1203"," 1202","0.00",,,"63","72","53","  230","  240","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-30","5.59"," 1607"," 1606","0.00",,,"64","78","50","  260","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-05-31","5.14"," 1350"," 1127","0.00",,,"66","80","52","  230","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-01","5.37"," 1213"," 1156","0.00",,,"65","76","53","  240","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-02","4.92"," 1335"," 1332","0.00",,,"65","75","55","  250","  250","14.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-03","5.14"," 1533"," 1531","0.00",,,"65","72","58","  270","  270","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-04","4.25"," 1419"," 1348","0.00",,,"63","73","53","  260","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-05","5.14"," 1525"," 1414","0.00",,,"63","74","51","  240","  230","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-06","5.82"," 1202"," 1332","0.00",,,"64","73","55","  240","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-07","5.59"," 1535"," 1641","0.00",,,"64","70","58","  270","  250","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-08","5.59"," 1532"," 1238","0.00",,,"65","73","56","  270","  250","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-09","8.50"," 1544"," 1543","0.00",,,"62","72","51","  270","  270","23.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-10","5.59"," 1226"," 1401","0.00",,,"61","72","50","  240","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-11","5.14"," 1207"," 1207","0.00",,,"63","73","52","  230","  240","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-12","4.92"," 1207"," 1343","0.00",,,"63","73","53","  220","  240","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-13","6.26"," 1257"," 1254","0.00",,,"65","74","55","  220","  230","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-14","5.37"," 1537"," 1518","0.00",,,"64","72","56","  230","  220","14.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-15","6.26"," 1321"," 1320","0.00",,,"66","73","59","  220","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-16","6.49"," 1540"," 1318","0.00",,,"68","72","63","  210","  220","17.9","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-17","6.26"," 1609"," 1636","0.00",,,"64","67","60","  230","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-18","6.71"," 1659"," 1652","0.00",,,"67","72","61","  270","  280","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-19","5.37"," 2007"," 1619","0.00",,,"65","68","61","  280","  260","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-20","4.03"," 1336"," 1230","0.00",,,"66","70","61","  210","  220","14.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-21","4.47"," 1847"," 1648","0.00",,,"65","69","60","  270","  270","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-22","5.37"," 1600"," 1537","0.00",,,"66","72","59","  260","  270","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-23","4.92"," 1518"," 1334","0.00",,,"65","72","58","  260","  230","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-24","5.37"," 1346"," 1345","0.00",,,"65","73","57","  270","  280","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-25","4.92"," 1540"," 1542","0.00",,,"67","76","58","  210","  210","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-26","4.92"," 1342"," 1228","0.00",,,"69","77","60","  230","  210","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-27","6.49"," 1503"," 1502","0.00",,,"64","73","55","  200","  210","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-28","6.26"," 1125"," 1123","0.00",,,"67","73","61","  230","  230","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-29","7.61"," 1315"," 1313","0.00",,,"67","73","60","  210","  210","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-06-30","5.37"," 1602"," 1434","0.00",,,"66","73","59","  230","  190","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-01","6.26"," 1713"," 1343","0.00",,,"65","74","55","  260","  230","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-02","5.59"," 1403"," 1400","0.00",,,"64","74","54","  240","  210","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-03","5.59"," 1525"," 1221","0.00",,,"64","71","57","  240","  210","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-04","4.70"," 1429"," 1413","0.00",,,"67","75","58","  260","  270","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-05","5.37"," 1724"," 1311","0.00",,,"68","74","61","  260","  270","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-06","6.26"," 1602"," 1605","0.00",,,"66","72","60","  270","  280","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-07","6.26"," 1403"," 1350","0.00",,,"65","71","59","  230","  230","14.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-08","5.59"," 1600"," 1511","0.00",,,"66","73","59","  200","  210","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-09","5.37"," 1727"," 1454","0.00",,,"64","73","54","  260","  260","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-10","5.82"," 1345"," 1149","0.00",,,"65","76","54","  260","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-11","5.37"," 1437"," 1436","0.00",,,"65","77","53","  270","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-12","4.70"," 1342"," 1355","0.00",,,"69","79","59","  270","  280","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-13","4.92"," 1613"," 1533","0.00",,,"68","79","56","  280","  260","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-14","4.25"," 1414"," 1409","0.00",,,"66","79","52","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-15","4.70"," 1413"," 1412","0.00",,,"70","84","56","  220","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-16","4.70"," 1534"," 1533","0.00",,,"72","84","59","  230","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-17","4.92"," 1254"," 1200","0.00",,,"71","82","60","  220","  220","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-18","4.70"," 1428"," 1221","0.00",,,"72","82","61","  260","  270","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-19","4.70"," 1210"," 1231","0.00",,,"72","81","62","  260","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-20","4.70"," 1309"," 1210","0.00",,,"71","82","59","  260","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-21","4.92"," 1654"," 1340","0.00",,,"68","77","59","  280","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-22","5.37"," 1454"," 1253","0.00",,,"66","73","59","  260","  250","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-23","4.47"," 1406"," 1356","0.00",,,"67","75","58","  240","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-24","4.92"," 1459"," 1428","0.00",,,"67","76","57","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-25","5.59"," 1408"," 1404","0.00",,,"68","78","57","  270","  250","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-26","4.25"," 1708"," 1719","0.00",,,"67","75","59","  280","  290","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-27","4.70"," 1247"," 1729","0.00",,,"68","75","60","  260","  270","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-28","4.92"," 2005"," 2000","0.00",,,"68","76","59","  290","  280","6.0","6.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-29","5.14"," 1659"," 1156","0.00",,,"65","74","55","  270","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-30","5.59"," 1327"," 1242","0.00",,,"66","76","55","  230","  250","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-07-31","4.25"," 1409"," 1417","0.00",,,"67","74","59","  270","  220","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-01","4.47"," 1527"," 1621","0.00",,,"65","75","55","  270","  280","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-02","5.14"," 1535"," 1528","0.00",,,"64","75","53","  270","  260","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-03","5.14"," 1353"," 1329","0.00",,,"63","74","52","  270","  240","14.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-04","5.59"," 1319"," 1342","0.00",,,"66","73","58","  230","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-05","4.70"," 1442"," 1323","0.00",,,"67","75","59","  260","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-06","5.14"," 1457"," 1452","0.00",,,"67","78","55","  260","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-07","5.14"," 1503"," 1422","0.00",,,"68","81","55","  260","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-08","4.70"," 1157"," 1154","0.00",,,"66","74","58","  280","  250","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-09","4.70"," 1124"," 1123","0.00",,,"68","77","58","  250","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-10","4.92"," 1302"," 1519","0.00",,,"70","80","59","  270","  270","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-11","5.82"," 1244"," 1443","0.00",,,"68","77","58","  260","  270","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-12","5.59"," 1754"," 1025","0.00",,,"68","75","61","  260","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-13","4.25"," 1616"," 1500","0.00",,,"68","76","59","  270","  270","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-14","5.14"," 1249"," 1243","0.00",,,"67","75","59","  270","  260","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-15","5.14"," 1522"," 1441","0.00",,,"67","76","58","  260","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-16","4.47"," 1330"," 1315","0.00",,,"68","77","59","  230","  250","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-17","4.70"," 1354"," 1344","0.00",,,"68","74","61","  230","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-18","5.59"," 1143"," 1143","0.00",,,"67","72","61","  240","  240","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-19","5.59"," 1336"," 1334","0.00",,,"69","74","63","  240","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-20","6.04"," 1306"," 1458","0.00",,,"69","74","63","  230","  220","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-21","5.37"," 1458"," 1507","0.00",,,"67","74","59","  240","  220","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-22","6.26"," 1534"," 1351","0.00",,,"65","76","54","  240","  260","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-23","5.59"," 1231"," 1238","0.00",,,"64","73","54","  220","  210","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-24","5.82"," 1430"," 1219","0.00",,,"69","75","63","  220","  240","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-25","4.25"," 1308"," 1131","0.00",,,"67","76","58","  210","  240","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-26","4.70"," 1530"," 1522","0.00",,,"68","76","60","  250","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-27","5.37"," 1545"," 1435","0.00",,,"69","77","61","  210","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-28","4.92"," 1326"," 1311","0.00",,,"71","77","65","  210","  220","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-29","5.37"," 1348"," 1347","0.00",,,"69","77","61","  240","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-30","4.25"," 1441"," 1426","0.00",,,"68","76","59","  260","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-08-31","3.58"," 1345"," 1344","0.00",,,"68","80","56","  260","  260","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-01","3.80"," 1322"," 1321","0.00",,,"70","82","57","  270","  270","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-02","5.82"," 1213"," 1223","0.00",,,"72","82","61","  230","  240","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-03","5.59"," 1417"," 1204","0.00",,,"67","76","57","  230","  230","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-04","5.14"," 1549"," 1539","0.00",,,"68","79","56","  290","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-05","4.92"," 1323"," 1311","0.00",,,"76","96","56","  200","  220","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-06","4.70"," 1312"," 1314","0.00",,,"74","90","58","  240","  240","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-07","4.03"," 1152"," 1143","0.00",,,"72","86","58","  230","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-08","5.82"," 1214"," 1221","0.00",,,"74","86","62","  230","  230","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-09","4.70"," 1048"," 1205","0.00",,,"75","83","66","  210","  230","15.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-10","4.47"," 1515"," 1426","0.00",,,"73","84","62","  270","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-11","4.70"," 1417"," 1458","0.00",,,"74","85","63","  260","  250","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-12","4.92"," 1433"," 1441","0.00",,,"70","80","60","  260","  270","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-13","5.37"," 1406"," 1417","0.00",,,"69","78","60","  230","  210","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-14","5.59"," 1214"," 1220","0.00",,,"70","78","62","  220","  210","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-15","4.70"," 1629"," 1325","0.00",,,"70","79","61","  270","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-16","5.37"," 1423"," 1422","0.00",,,"71","77","64","  260","  260","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-17","6.04"," 1453"," 1302","0.00",,,"70","74","65","  240","  250","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-18","6.71"," 2154"," 2153","0.00",,,"68","76","60","  280","  280","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-19","12.75"," 1540"," 1506","0.00",,,"66","75","56","  270","  280","33.1","42.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-20","6.26"," 1004"," 1004","0.00",,,"63","74","52","  210","  210","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-21","12.53"," 0940"," 0840","0.00",,,"72","90","54","   50","   70","33.1","42.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-22","9.62"," 0958"," 0958","0.00",,,"73","93","52","   80","   70","25.1","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-23","5.37"," 1308"," 1307","0.00",,,"70","85","55","  240","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-24","4.70"," 1411"," 1229","0.00",,,"67","81","52","  250","  250","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-25","4.70"," 1356"," 1404","0.00",,,"65","78","52","  280","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-26","4.70"," 1601"," 1541","0.00",,,"65","73","57","  260","  270","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-27","4.25"," 1445"," 1250","0.00",,,"64","71","57","  260","  220","13.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-28","5.59"," 1449"," 1448","0.00",,,"63","72","54","  260","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-29","4.70"," 1811"," 1249","0.00",,,"63","73","52","  280","  260","13.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-09-30","4.03"," 1441"," 1234","0.00",,,"64","70","57","  230","  230","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-01","5.14"," 1354"," 1336","0.00",,,"65","73","56","  240","  270","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-02","4.70"," 1534"," 1533","0.00",,,"63","73","53","  260","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-03","4.25"," 1513"," 1502","0.00",,,"63","70","56","  270","  270","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-04","4.92"," 1409"," 1412","0.00",,,"63","71","54","  240","  270","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-05","4.92"," 1425"," 1228","0.00",,,"63","74","51","  270","  250","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-06","4.70"," 1144"," 1137","0.00",,,"66","75","56","  250","  230","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-07","3.36"," 1301"," 1236","0.00",,,"65","73","57","  210","  210","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-08","3.80"," 1153"," 1153","0.01",,,"67","80","53","  260","  270","23.0","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-09","6.26"," 1116"," 1116","0.00",,,"62","71","53","  260","  260","17.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-10","5.37"," 1156"," 1159","0.00",,,"63","72","53","  200","  210","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-11","3.80"," 1225"," 1306","0.00",,,"62","72","52","  220","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-12","4.92"," 1420"," 1442","0.00",,,"73","88","58","  270","  280","17.9","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-13","4.47"," 1430"," 1447","0.00",,,"64","72","55","  210","  230","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-14","4.25"," 1403"," 1355","0.00",,,"61","72","50","  280","  290","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-15","4.92"," 1417"," 1350","0.00",,,"64","69","59","  210","  200","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-16","4.47"," 1922"," 1921","0.27",,,"66","72","60","  200","  200","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-17","9.17"," 0848"," 1318","0.63",,,"65","68","61","  270","  220","17.9","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-18","3.80"," 1628"," 1628","0.56",,,"61","64","57","  260","  260","15.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-19","9.62"," 2041"," 2040","1.23",,,"62","66","57","  200","  200","28.0","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-20","6.49"," 0817"," 0816","0.46",,,"59","65","53","  260","  270","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-21","5.82"," 1413"," 1455","0.00",,,"58","66","49","  260","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-22","7.16"," 1501"," 1431","0.00",,,"60","68","51","  280","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-23","4.25"," 1611"," 1407","0.00",,,"59","68","50","  270","  250","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-24","5.14"," 1240"," 1239","0.00",,,"60","67","52","  210","  210","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-25","5.82"," 1343"," 1439","0.00",,,"61","68","54","  260","  270","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-26","5.37"," 1941"," 1519","1.02",,,"58","62","53","   90","  160","23.9","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-27","4.25"," 1347"," 1323","0.01",,,"56","61","50","  110","  160","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-28","7.38"," 1504"," 1445","0.00",,,"58","65","50","  260","  270","17.9","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-29","6.26"," 1332"," 1546","0.00",,,"58","66","50","  230","  260","14.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-30","4.25"," 1407"," 1406","0.00",,,"59","71","47","  260","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-10-31","5.59"," 2256"," 2253","0.00",,,"60","72","47","   60","   50","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-01","22.59"," 1012"," 1024","0.00",,,"64","73","55","   80","   70","38.0","44.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-02","8.72"," 0312"," 0312","0.00",,,"62","75","49","   70","   70","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-03","7.38"," 1942"," 1941","0.00",,,"57","69","44","  270","  270","21.9","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-04","6.71"," 1419"," 1419","0.00",,,"54","63","44","  210","  210","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-05","6.71"," 1251"," 1247","0.00",,,"55","65","44","  200","  200","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-06","5.59"," 1435"," 1224","0.00",,,"55","66","43","  210","  200","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-07","3.80"," 1335"," 1335","0.00",,,"57","64","49","   20","   30","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-08","5.37"," 1631"," 1636","0.00",,,"58","66","50","  270","  280","15.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-09","5.59"," 1534"," 1515","0.00",,,"59","66","51","  280","  270","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-10","4.70"," 1550"," 1547","0.00",,,"56","68","44","  270","  280","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-11","4.47"," 1449"," 1449","0.01",,,"57","66","47","  300","  290","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-12","6.71"," 1413"," 1412","0.00",,,"58","71","45","  290","  280","21.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-13","5.37"," 1315"," 1314","0.00",,,"59","68","49","  230","  230","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-14","8.72"," 1128"," 1127","0.00",,,"63","80","45","   70","   70","25.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-15","8.50"," 1154"," 1152","0.00",,,"66","80","52","   70","   40","25.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2004-11-16","4.03"," 1341"," 1339","0.00",,,"60","72","47","  220","  220","15.0","17.0"
